Id,Player,DOB,PER_avg,GP_avg,Seasons
Jamesle01,LeBron James,12/30/1984,46.06153543667001,26.38888888888889,18
Delebi01,Bison Dele,4/6/1969,46.040157880910584,17.0,1
Davisan02,Anthony Davis,3/11/1993,45.91723442676539,22.555555555555557,9
Barrean01,Andre Barrett,2/21/1982,45.099669170168994,3.0,1
Amundlo01,Lou Amundson,12/7/1982,44.99167478736014,4.0,2
Simiewa01,Wayne Simien,3/9/1983,44.74363996307935,4.0,1
Carrch01,Chris Carr,3/12/1974,44.71280521085024,9.25,4
Eacklle01,Ledell Eackles,11/24/1966,42.81424862913213,3.0,1
Burkepa01,Pat Burke,12/14/1973,42.02760331666126,4.0,1
Paulch01,Chris Paul,5/6/1985,41.91473169750728,26.46153846153846,13
Curlebi01,Bill Curley,5/29/1972,41.75400605999401,4.0,1
Jordami01,Michael Jordan,2/17/1963,41.427262347508965,27.0,3
Lucasjo02,John Lucas III,11/21/1982,41.35914565431783,4.0,5
Korkmfu01,Furkan Korkmaz,7/24/1997,41.35260069629173,9.0,2
Hamilze01,Zendon Hamilton,4/27/1975,41.02094776475404,4.5,2
Roziecl01,Clifford Rozier,10/31/1972,40.61531000207112,5.0,1
Willija03,Jay Williams,9/10/1981,40.56248501093504,8.0,1
Olajuha01,Hakeem Olajuwon,1/21/1963,40.551675764028964,12.833333333333334,6
Jordare01,Reggie Jordan,1/26/1968,40.00652632574913,4.5,4
Irvinky01,Kyrie Irving,3/23/1992,39.742677692402246,21.875,8
Langdtr01,Trajan Langdon,5/13/1976,39.344310053577665,7.5,2
Delnevi01,Vinny Del Negro,8/9/1966,38.66166801960959,14.0,4
Mcilvji01,Jim McIlvaine,7/30/1972,38.60934490289629,7.0,2
Brooksc01,Scott Brooks,7/31/1965,38.54487130801726,4.0,1
Eyengch01,Christian Eyenga,6/22/1989,38.155087519582835,3.0,1
Bryanko01,Kobe Bryant,8/23/1978,38.13808397899942,24.842105263157894,19
Brunsri01,Rick Brunson,6/14/1972,37.97534144501297,10.0,4
Harrish01,Shaquille Harrison,10/6/1993,37.935481987625764,5.0,2
Harrima01,Manny Harris,9/21/1989,37.578824219198985,4.0,1
Johnsiv01,Ivan Johnson,4/10/1984,37.33603448025484,7.0,2
Stockjo01,John Stockton,3/26/1962,37.31648821493473,27.0,7
Bryanth01,Thomas Bryant,7/31/1997,37.25747790544148,8.333333333333334,3
Embiijo01,Joel Embiid,3/16/1994,37.057372988211384,19.2,5
Dayto01,Todd Day,1/7/1970,37.01612351282272,15.5,2
Wafervo01,Von Wafer,7/21/1985,36.86780776018926,6.5,2
Wadedw01,Dwyane Wade,1/17/1982,36.71791680439227,24.4375,16
Macledo01,Don MacLean,1/16/1970,36.42118718021685,5.5,2
Freeljo01,Joel Freeland,2/7/1987,36.25595036799311,3.0,2
Johnsed03,Eddie Johnson,5/1/1959,36.227791397233176,10.0,2
Johnsed02,Eddie Johnson,2/24/1955,36.227791397233176,10.0,2
Wroteto01,Tony Wroten,4/13/1993,36.08382204653871,8.5,2
Brownde02,Devin Brown,12/30/1978,36.07928137779008,13.428571428571429,7
Kuzmimi01,Mindaugas Kuzminskas,10/19/1989,36.0496332992183,6.0,1
Russeda01,D'Angelo Russell,2/23/1996,35.28476059580491,13.75,4
Trieral01,Allonzo Trier,1/17/1996,35.03083675343472,11.0,1
Snydeki01,Kirk Snyder,6/5/1983,34.97051829085207,6.5,4
Kellyry01,Ryan Kelly,4/9/1991,34.912574619019665,7.0,2
Campbel01,Elden Campbell,7/23/1968,34.78666216719248,16.0,3
Wilcoch01,Chris Wilcox,9/3/1982,34.76340329291995,9.875,8
Duranke01,Kevin Durant,9/29/1988,34.1511738669111,25.583333333333332,12
Bateske01,Keita Bates-Diop,1/23/1996,34.10377672749786,3.0,1
Mingya01,Yao Ming,9/12/1980,33.67985362541612,23.857142857142858,7
Onealje01,Jermaine O'Neal,10/13/1978,33.60524648720527,18.571428571428573,14
Mcadoja01,James Michael McAdoo,1/4/1993,33.49731217251216,4.0,1
Allengr01,Grayson Allen,10/8/1995,33.373550058732015,11.0,1
Piercri01,Ricky Pierce,8/19/1959,33.10514452649171,5.0,1
Anstech01,Chris Anstey,1/1/1975,33.09106030581,6.666666666666667,3
Westbru01,Russell Westbrook,11/12/1988,33.04707827549327,29.53846153846154,13
Fulleto02,Todd Fuller,7/25/1974,33.006119869609435,3.5,2
Seldewa01,Wayne Selden,9/30/1994,32.94188293254797,7.0,2
Joneste01,Terrence Jones,1/9/1992,32.73239801531169,12.0,4
Millean01,Anthony Miller,10/22/1971,32.663012455118526,4.0,1
Thompbr01,Brooks Thompson,7/19/1970,32.502792177932896,13.0,1
Georgma01,Marcus Georges-Hunt,3/28/1994,32.39059157756581,3.0,1
Ennisty01,Tyler Ennis,8/24/1994,32.364938832913865,3.5,2
Jacksre01,Reggie Jackson,4/16/1990,32.26438034185726,19.0,7
Billuch01,Chauncey Billups,9/25/1976,32.2419781192521,20.8,15
Curryst01,Stephen Curry,3/14/1988,32.230669549147436,22.181818181818183,11
Edwarbl01,Blue Edwards,10/31/1965,32.00213146556744,7.5,2
Alexaco01,Cory Alexander,6/22/1973,31.97290368973294,7.333333333333333,3
Owesra01,Ray Owes,12/11/1972,31.7232383680392,4.0,1
Harvedo01,Donnell Harvey,8/26/1980,31.649988948343406,10.5,2
Anthoca01,Carmelo Anthony,5/29/1984,31.60507181966272,23.705882352941178,17
Ewingpa02,Patrick Ewing,5/20/1984,31.582047954950717,19.8,5
Ewingpa01,Patrick Ewing,8/5/1962,31.582047954950717,19.8,5
Leverca01,Caris LeVert,8/25/1994,31.57627114908008,17.0,1
Boshch01,Chris Bosh,3/24/1984,31.300806248322274,25.384615384615383,13
Stricer01,Erick Strickland,11/25/1973,31.06181167782748,12.777777777777779,9
Powele01,Leon Powe,1/22/1984,31.061737918305766,5.666666666666667,3
Woltena01,Nate Wolters,5/15/1991,31.01295443898002,12.0,1
Udohek01,Ekpe Udoh,5/20/1987,30.99411972285561,8.25,4
Anthogr01,Greg Anthony,11/15/1967,30.97861961227859,14.0,5
Hardeja01,James Harden,8/26/1989,30.974759019470604,27.363636363636363,11
Speigma01,Marreese Speights,8/4/1987,30.958254866241273,8.428571428571429,7
Murraja01,Jamal Murray,2/23/1997,30.892010760276253,21.8,5
Drumman01,Andre Drummond,8/10/1993,30.75178285806773,19.11111111111111,9
Onealsh01,Shaquille O'Neal,3/6/1972,30.50942942444976,18.53846153846154,13
Lillada01,Damian Lillard,7/15/1990,30.32244249476701,30.77777777777778,9
Foxde01,De'Aaron Fox,12/20/1997,30.09563559446379,25.0,4
Nowitdi01,Dirk Nowitzki,6/19/1978,29.906057542828574,26.7,20
Malonka01,Karl Malone,7/24/1963,29.86613968935614,25.571428571428573,7
Doncilu01,Luka Doncic,2/28/1999,29.82442335536534,23.333333333333332,3
Cebalce01,Cedric Ceballos,8/2/1969,29.822568444126308,10.666666666666666,3
Davisgl01,Glen Davis,1/1/1986,29.70343804858553,12.428571428571429,7
Harremo01,Montrezl Harrell,1/26/1994,29.59688439900165,8.0,2
Derozde01,DeMar DeRozan,8/7/1989,29.494960077437074,27.25,12
Sesayan01,Ansu Sesay,7/29/1976,29.358568311617024,9.333333333333334,3
Roybr01,Brandon Roy,7/23/1984,29.32149749613876,24.8,5
Laymaja01,Jake Layman,3/7/1994,29.282074416314984,4.333333333333333,3
Edneyty01,Tyus Edney,2/14/1973,29.26585058006617,6.666666666666667,3
Crawfja01,Jamal Crawford,3/20/1980,29.057705934245696,22.4,15
Greenja01,JaMychal Green,6/21/1990,28.912839450226976,13.25,4
Stronde01,Derek Strong,2/9/1968,28.885264566069853,13.333333333333334,3
Douglto01,Toney Douglas,3/16/1986,28.820512779702142,8.333333333333334,6
Duncati01,Tim Duncan,4/25/1976,28.771243406986425,24.11111111111111,18
Woodsqy01,Qyntel Woods,2/16/1981,28.675658655712343,6.5,2
Walljo01,John Wall,9/6/1990,28.647010210122538,23.5,10
Gilliar01,Armen Gilliam,5/28/1964,28.56919053744782,12.666666666666666,3
Antetgi01,Giannis Antetokounmpo,12/6/1994,28.485033364881833,24.125,8
Willifr02,Frank Williams,2/25/1980,28.44215150825798,6.0,1
Mitchdo01,Donovan Mitchell,9/7/1996,28.246144266980274,20.5,4
Jokicni01,Nikola Jokic,2/19/1995,28.16029790553274,27.0,6
Smithcr01,Craig Smith,11/10/1983,28.138155726713784,7.8,5
Tatumja01,Jayson Tatum,3/3/1998,28.04837314946164,28.75,4
Nailole01,Lee Nailon,2/22/1975,28.001465550302864,13.5,2
Oladivi01,Victor Oladipo,5/4/1992,27.961612782527023,22.375,8
Markkla01,Lauri Markkanen,5/22/1997,27.961315863529034,18.0,4
Cassesa01,Sam Cassell,11/18/1969,27.94898917098781,24.7,10
Armstda01,Darrell Armstrong,6/22/1968,27.92081185033447,20.583333333333332,12
Caulewi01,Willie Cauley-Stein,8/18/1993,27.746233439492787,16.333333333333332,6
Jacksma01,Mark Jackson,4/1/1965,27.723566479795863,17.714285714285715,7
Cartevi01,Vince Carter,1/26/1977,27.700064762955165,22.142857142857142,21
Trentga01,Gary Trent,9/22/1974,27.64948560312584,10.166666666666666,6
Trentga02,Gary Trent,1/18/1999,27.649485603125836,10.166666666666666,6
Mournal01,Alonzo Mourning,2/8/1970,27.543614317658,17.9,10
Jeffeal01,Al Jefferson,1/4/1985,27.539813649944975,21.583333333333332,12
Muscami01,Mike Muscala,7/1/1991,27.507106425564228,7.6,5
Bazemke01,Kent Bazemore,7/1/1989,27.48447072502161,16.88888888888889,9
Guglito01,Tom Gugliotta,12/19/1969,27.44507507228584,14.5,4
Caffeja01,Jason Caffey,6/12/1973,27.40706880444725,9.2,5
Stricro02,Rod Strickland,7/11/1966,27.391173909606707,17.166666666666668,6
Fredeji01,Jimmer Fredette,2/25/1989,27.387367734570034,8.75,4
Woodch01,Christian Wood,9/27/1995,27.27417527380541,12.5,2
Robingl02,Glenn Robinson,1/8/1994,27.267401153120836,26.142857142857142,7
Robingl01,Glenn Robinson,1/10/1973,27.267401153120836,26.142857142857142,7
Rabbiv01,Ivan Rabb,2/4/1997,27.219137191847253,4.0,1
Clarkjo01,Jordan Clarkson,6/7/1992,27.21536086283993,15.142857142857142,7
Ricegl02,Glen Rice,1/1/1991,27.170510291857102,15.4,5
Ricegl01,Glen Rice,5/28/1967,27.170510291857102,15.4,5
Leonaka01,Kawhi Leonard,6/29/1991,27.15441025547616,18.428571428571427,7
Drexlcl01,Clyde Drexler,6/22/1962,27.14263089937767,18.5,2
Anderju01,Justin Anderson,11/19/1993,27.067275819678557,7.333333333333333,3
Khryavi01,Viktor Khryapa,8/3/1982,27.038961544278518,6.5,2
Rushka01,Kareem Rush,10/30/1980,26.970470244230356,10.25,4
Stackje01,Jerry Stackhouse,11/5/1974,26.872045703484027,19.384615384615383,13
Warretj01,T.J. Warren,9/5/1993,26.702723249521018,25.0,1
Anderda03,David Andersen,6/23/1980,26.50651704483621,5.0,1
Morrimo01,Monte Morris,6/27/1995,26.487396240736235,13.0,3
Norrimo01,Moochie Norris,7/27/1973,26.42399394676006,13.833333333333334,6
Dienggo01,Gorgui Dieng,1/18/1990,26.40100378033583,14.666666666666666,6
Houseed01,Eddie House,5/14/1978,26.395838726699942,13.9,10
Jamesje01,Jerome James,11/17/1975,26.304099511967785,7.2,5
Seikaro01,Rony Seikaly,5/10/1965,26.261009135151497,21.5,2
Alexaco02,Courtney Alexander,4/27/1977,26.23401966919275,15.666666666666666,3
Ellisda01,Dale Ellis,8/6/1960,26.212973831160856,25.333333333333332,3
Davisem01,Emanual Davis,8/27/1968,26.094971350738565,7.6,5
Humphkr01,Kris Humphries,2/6/1985,26.09447129520179,11.875,8
Aldrila01,LaMarcus Aldridge,7/19/1985,26.03703072931808,26.642857142857142,14
Cummite01,Terry Cummings,3/15/1961,25.96829709133068,12.0,3
Walkeke02,Kemba Walker,5/8/1990,25.94373654629154,24.8,10
Ellismo01,Monta Ellis,10/26/1985,25.898730276069248,26.416666666666668,12
Hardaan01,Anfernee Hardaway,7/18/1971,25.74936992656482,15.5,6
Simmoli01,Lionel Simmons,11/14/1968,25.726371898384937,9.0,1
Valanjo01,Jonas Valanciunas,5/6/1992,25.69607353799159,16.11111111111111,9
Noguelu01,Lucas Nogueira,7/26/1992,25.610006747483208,9.0,1
Willilo02,Lou Williams,10/27/1986,25.57805621950415,17.916666666666668,12
Butleji01,Jimmy Butler,9/14/1989,25.548961328328392,22.9,10
Webbech01,Chris Webber,3/1/1973,25.54573598279856,22.555555555555557,9
Randoza01,Zach Randolph,7/16/1981,25.53217047769918,24.8125,16
Babbilu01,Luke Babbitt,6/20/1989,25.527535058676172,7.8,5
Cookqu01,Quinn Cook,3/23/1993,25.30851785035544,3.0,2
Horfoal01,Al Horford,6/3/1986,25.2094925122748,22.571428571428573,14
Longllu01,Luc Longley,1/19/1969,25.183766102824634,15.0,2
Garneke01,Kevin Garnett,5/19/1976,25.143234763770707,26.27777777777778,18
Marshdo01,Donyell Marshall,5/18/1973,25.06855859522236,18.666666666666668,12
Barroda01,Dana Barros,4/13/1967,25.06469625307257,12.833333333333334,6
Pollasc01,Scot Pollard,2/12/1975,25.060601424557635,7.285714285714286,7
Allenra02,Ray Allen,7/20/1975,25.00504343943065,28.764705882352942,17
Brogdma01,Malcolm Brogdon,12/11/1992,24.884174806151186,20.0,5
Abdursh01,Shareef Abdur-Rahim,12/11/1976,24.876873902092626,22.4,10
Gatlich01,Chris Gatling,9/3/1967,24.81427438155278,12.666666666666666,6
Willima01,Mo Williams,12/19/1982,24.791024365429855,19.846153846153847,13
Brownst02,Sterling Brown,2/10/1995,24.764066607624496,6.0,3
Francst01,Steve Francis,2/21/1977,24.728760623152525,27.875,8
Fultzma01,Markelle Fultz,5/29/1998,24.65217507737502,22.0,1
Kiddja01,Jason Kidd,3/23/1973,24.630402802930167,28.083333333333332,12
Thomaet01,Etan Thomas,4/1/1978,24.589712403247415,8.166666666666666,6
Divacvl01,Vlade Divac,2/3/1968,24.537029546546105,21.5,6
Vonleno01,Noah Vonleh,8/24/1995,24.52635170065675,8.0,3
Jerebjo01,Jonas Jerebko,3/2/1987,24.524841156851316,10.285714285714286,7
Johnsjo02,Joe Johnson,6/29/1981,24.46442397364674,25.5,10
Sampsja02,JaKarr Sampson,3/20/1993,24.37385382979347,7.0,3
Townska01,Karl-Anthony Towns,11/15/1995,24.242354349239566,27.0,6
Randlju01,Julius Randle,11/29/1994,24.231376774310817,24.833333333333332,6
Okurme01,Mehmet Okur,5/26/1979,24.223959564549144,18.88888888888889,9
Richaja01,Jason Richardson,1/20/1981,24.222388308849453,23.0,10
Goberru01,Rudy Gobert,6/26/1992,24.211425079806084,21.285714285714285,7
Wallara01,Rasheed Wallace,9/17/1974,24.081047569190122,24.076923076923077,13
Catoke01,Kelvin Cato,8/26/1974,24.074621050157532,11.375,8
Brandte01,Terrell Brandon,5/20/1970,24.06058062225403,23.2,5
Rosede01,Derrick Rose,10/4/1988,24.053058641650843,20.181818181818183,11
Piercpa01,Paul Pierce,10/13/1977,24.038971079711118,31.125,16
Polynol01,Olden Polynice,11/21/1964,24.02935266409596,15.0,4
Vanexni01,Nick Van Exel,11/27/1971,23.973327837431334,22.6,10
Willike02,Kevin Willis,9/6/1962,23.961833643992083,10.142857142857142,7
Eliema01,Mario Elie,11/26/1963,23.930050466120868,19.5,4
Brownsh01,Shannon Brown,11/29/1985,23.92895349663402,8.0,4
Lewisra02,Rashard Lewis,8/8/1979,23.928774412677395,20.866666666666667,15
Middlkh01,Khris Middleton,8/12/1991,23.915976937382283,24.25,8
Anderja01,James Anderson,3/25/1989,23.768512876811474,10.666666666666666,3
Johnsam01,Amir Johnson,5/1/1987,23.76495925401704,15.636363636363637,11
Simshe01,Henry Sims,3/27/1990,23.751190406768373,7.5,2
Ferryda01,Danny Ferry,10/17/1966,23.69284703710113,15.666666666666666,6
Stricma01,Mark Strickland,7/14/1970,23.607509490566372,4.333333333333333,3
Jameshe01,Henry James,7/29/1965,23.575263745119713,11.0,1
Belinma01,Marco Belinelli,3/25/1986,23.56174700499139,16.083333333333332,12
Butlera01,Rasual Butler,5/23/1979,23.50925449126216,14.416666666666666,12
Rodmade01,Dennis Rodman,5/13/1961,23.482436466814285,12.0,4
Anderky01,Kyle Anderson,9/20/1993,23.44911668555929,14.0,6
Bealbr01,Bradley Beal,6/28/1993,23.408131240434543,27.0,9
Robinda01,David Robinson,8/6/1965,23.397585933405235,22.6,5
Meltode01,De'Anthony Melton,5/28/1998,23.39419782612698,8.5,2
Jonespo01,Popeye Jones,6/17/1970,23.368635333591627,13.0,4
Mcgratr01,Tracy McGrady,5/24/1979,23.205526618991584,17.466666666666665,15
Hardati01,Tim Hardaway,9/1/1966,23.202819918089695,23.2,5
Hardati02,Tim Hardaway,3/16/1992,23.20281991808969,23.2,5
Wallage01,Gerald Wallace,7/23/1982,23.183349178950245,22.2,10
Stoudda01,Damon Stoudamire,9/3/1973,23.124229336883193,22.181818181818183,11
Brookaa01,Aaron Brooks,1/14/1985,23.122720011744295,16.571428571428573,7
Gasolpa01,Pau Gasol,7/6/1980,23.033191858504658,24.764705882352942,17
Linje01,Jeremy Lin,8/23/1988,22.87833264692098,16.833333333333332,6
Gordobe01,Ben Gordon,4/4/1983,22.855440674927202,21.636363636363637,11
Cabocbr01,Bruno Caboclo,9/21/1995,22.851893782437003,13.0,1
Persoch01,Chuck Person,6/27/1964,22.832883039741155,15.5,2
Parketo01,Tony Parker,5/17/1982,22.736907952676816,19.444444444444443,18
Croshau01,Austin Croshere,5/1/1975,22.621831400613374,12.375,8
Goodedr01,Drew Gooden,9/24/1981,22.61012714942702,14.75,12
Ostergr01,Greg Ostertag,3/6/1973,22.602501257583945,9.333333333333334,9
Harrito02,Tobias Harris,7/15/1992,22.545252629798348,24.0,8
Greenge01,Gerald Green,1/26/1986,22.529152945214022,8.444444444444445,9
Wellsbo01,Bonzi Wells,9/28/1976,22.519799092792667,13.555555555555555,9
Mccolcj01,CJ McCollum,9/19/1991,22.489274662662094,22.0,8
Daniema01,Marquis Daniels,1/7/1981,22.468059047377313,9.8,10
Knighbr01,Brevin Knight,11/8/1975,22.41634541804458,15.777777777777779,9
Poseyja01,James Posey,1/13/1977,22.414489713220785,22.166666666666668,12
Bookeme01,Melvin Booker,8/20/1972,22.307999577161866,4.0,1
Hoibefr01,Fred Hoiberg,10/15/1972,22.279761233266534,13.0,8
Portete01,Terry Porter,4/8/1963,22.270367675566373,19.2,5
Reddmi01,Michael Redd,8/24/1979,22.25817742153279,26.11111111111111,9
Couside01,DeMarcus Cousins,8/13/1990,22.16001152912506,22.88888888888889,9
Nashst01,Steve Nash,2/7/1974,22.143561679929906,21.571428571428573,7
Boozeca01,Carlos Boozer,11/20/1981,22.13511074877804,18.923076923076923,13
Jackja01,Jarrett Jack,10/28/1983,22.118327932822222,24.8,10
Butleja01,Jackie Butler,3/10/1985,22.113934123634788,7.0,1
Westda01,David West,8/29/1980,22.08915087333787,23.0,13
Boonejo01,Josh Boone,11/21/1984,21.93656283071944,7.333333333333333,3
Mccontj01,T.J. McConnell,3/25/1992,21.92087827963531,16.8,5
Hillgr01,Grant Hill,10/5/1972,21.9034911962345,20.714285714285715,7
Loveke01,Kevin Love,9/7/1988,21.8722872730616,17.692307692307693,13
Iversal01,Allen Iverson,6/7/1975,21.86579661309607,26.076923076923077,13
Collijo01,John Collins,9/23/1997,21.803041454439303,15.5,4
Harriju01,Junior Harrington,10/2/1980,21.6779748413964,9.5,2
Thomais02,Isaiah Thomas,2/7/1989,21.6057910213378,22.25,8
Mitchsa01,Sam Mitchell,9/2/1963,21.58756313526991,12.4,5
Curryed01,Eddy Curry,12/5/1982,21.55541726599193,17.285714285714285,7
Jonesso01,Solomon Jones,7/16/1984,21.535951981217643,3.0,1
Pippesc01,Scottie Pippen,9/25/1965,21.526392152807155,18.75,8
Simmoko01,Kobi Simmons,7/4/1997,21.525676065985532,6.0,1
Zelleco01,Cody Zeller,10/5/1992,21.463530602315867,14.375,8
Swiftst01,Stromile Swift,11/21/1979,21.45559282628918,9.875,8
Bibbymi01,Mike Bibby,5/13/1978,21.43197106105122,26.76923076923077,13
Stepavl01,Vladimir Stepania,5/8/1976,21.41865656756586,7.0,2
Butleca01,Caron Butler,3/13/1980,21.382455357893306,20.153846153846153,13
Leuerjo01,Jon Leuer,5/14/1989,21.36685353135232,5.666666666666667,3
Birchkh01,Khem Birch,9/28/1992,21.314841545873225,6.333333333333333,3
Longjo01,John Long,8/28/1956,21.286786364649323,3.0,1
Pekovni01,Nikola Pekovic,1/3/1986,21.280987626798485,16.75,4
Huntech01,Chris Hunter,7/7/1984,21.25507029572833,5.0,1
Mullich01,Chris Mullin,7/30/1963,21.250324065269968,13.25,4
Mudiaem01,Emmanuel Mudiay,3/5/1996,21.248009906767372,13.75,4
Gibsoda01,Daniel Gibson,2/27/1986,21.243950749166604,15.857142857142858,7
Garrede01,Dean Garrett,11/27/1966,21.208663152518593,8.75,4
Kiddgmi01,Michael Kidd-Gilchrist,9/26/1993,21.196541486627194,19.0,6
Askewvi01,Vincent Askew,2/28/1966,21.13541716270965,11.5,2
Sabonar01,Arvydas Sabonis,12/19/1964,21.091321624100154,16.8,5
Cambyma01,Marcus Camby,3/22/1974,21.057641491180643,18.5,16
Bogdabo02,Bojan Bogdanovic,4/18/1989,21.014712001724092,26.0,5
Monkma01,Malik Monk,2/4/1998,20.979195260672352,8.0,4
Navarju01,Juan Carlos Navarro,6/13/1980,20.96498079370135,21.0,1
Mohamna01,Nazr Mohammed,9/5/1977,20.964163770183475,10.25,8
Cartemi01,Michael Carter-Williams,10/10/1991,20.867123182675034,13.571428571428571,7
Splitti01,Tiago Splitter,1/1/1985,20.866435047167307,11.25,4
Chilcpe01,Pete Chilcutt,9/14/1968,20.84743236091196,15.5,2
Makerth01,Thon Maker,2/25/1997,20.8093935621408,5.333333333333333,3
Farieke01,Kenneth Faried,11/19/1989,20.804044132828555,15.125,8
Anderke01,Kenny Anderson,10/9/1970,20.694944200612614,19.75,8
Millere01,Reggie Miller,8/24/1965,20.693328032032262,30.375,8
Kingge02,Gerard King,11/25/1972,20.68568564499098,8.0,2
Georgpa01,Paul George,5/2/1990,20.637366362678087,28.625,8
Howardw01,Dwight Howard,12/8/1985,20.619325075027586,23.375,16
Griffbl01,Blake Griffin,3/16/1989,20.597207698047242,24.875,8
Outlatr01,Travis Outlaw,9/18/1984,20.529071848635184,16.75,8
Bartowi01,Will Barton,1/6/1991,20.512875880011446,17.5,8
Haywago01,Gordon Hayward,3/23/1990,20.475897608030724,22.3,10
Millebr01,Brad Miller,4/12/1976,20.453269882780884,23.545454545454547,11
Dotsoda01,Damyean Dotson,5/6/1994,20.452103174996736,8.0,3
Murdoer01,Eric Murdock,6/14/1968,20.44807695643563,7.333333333333333,3
Calatni01,Nick Calathes,2/7/1989,20.425656514180538,6.5,2
Stuckro01,Rodney Stuckey,4/21/1986,20.37525256858636,18.3,10
Terryja01,Jason Terry,9/15/1977,20.370530130659777,25.333333333333332,18
Dalemsa01,Samuel Dalembert,5/10/1981,20.368338537379522,16.416666666666668,12
Turnemy01,Myles Turner,3/24/1996,20.36166161579901,24.0,6
Willide01,Deron Williams,6/26/1984,20.333508867668332,23.444444444444443,9
Siakapa01,Pascal Siakam,4/2/1994,20.266968930879813,21.75,4
Conlemi01,Mike Conley,10/11/1987,20.203933405336873,24.0,14
Crawfjo02,Jordan Crawford,10/23/1988,20.195198786493666,13.2,5
Jamesmi02,Mike James,8/18/1990,20.19082657966493,18.88888888888889,9
Jamesmi01,Mike James,6/23/1975,20.190826579664925,18.88888888888889,9
Gordoaa01,Aaron Gordon,9/16/1995,20.139294981488458,18.714285714285715,7
Respesh01,Shawn Respert,2/6/1972,20.063810335950762,10.0,2
Vanvlfr01,Fred VanVleet,2/25/1994,20.057816525237833,18.75,4
Parksch02,Cherokee Parks,10/11/1972,20.037057155364984,8.0,4
Johnsja01,James Johnson,2/20/1987,20.023486367515453,13.5,10
Thornal01,Al Thornton,12/7/1983,19.99201810295972,16.0,4
Jacksbo01,Bobby Jackson,3/13/1973,19.91432558096127,14.583333333333334,12
Chandty01,Tyson Chandler,10/2/1982,19.87261419275303,18.4375,16
Cagemi01,Michael Cage,1/28/1962,19.8687944233162,10.0,2
Kleinjo01,Joe Kleine,1/4/1962,19.857335788609465,3.0,1
Kirilan01,Andrei Kirilenko,2/18/1981,19.837256115049996,21.0,11
Wagnemo01,Moritz Wagner,4/26/1997,19.83547023450909,4.5,2
Newbiiv01,Ivano Newbill,12/12/1970,19.79368760497065,3.0,1
Haywobr01,Brendan Haywood,11/27/1979,19.788477876610326,13.0,12
Stithbr01,Bryant Stith,12/10/1970,19.747004626460132,12.5,6
Whiteha01,Hassan Whiteside,6/13/1989,19.72989681685553,15.142857142857142,7
Favorde01,Derrick Favors,7/15/1991,19.688933993857713,13.636363636363637,11
Noahjo01,Joakim Noah,2/25/1985,19.650463766035873,16.545454545454547,11
Vandeja01,Jarred Vanderbilt,4/3/1999,19.612549514519884,11.0,1
Rubiori01,Ricky Rubio,10/21/1990,19.562242026538744,22.22222222222222,9
Johnsli01,Linton Johnson,6/13/1980,19.519876958248023,6.333333333333333,3
Frahmri01,Richie Frahm,8/14/1977,19.51422931452482,7.5,2
Ntilila01,Frank Ntilikina,7/28/1998,19.51001272815197,11.0,4
Lopezbr01,Brook Lopez,4/1/1988,19.50320431167651,21.857142857142858,7
Bakervi01,Vin Baker,11/23/1971,19.499027074686396,21.333333333333332,6
Morrich01,Chris Morris,1/20/1966,19.491736036708495,8.0,1
