Id,Player,DOB,PER_avg,GP_avg,Seasons
Hawessp01,Spencer Hawes,4/28/1988,37.1356379452285,4.0,1
Millere01,Reggie Miller,8/24/1965,36.80688960851062,6.285714285714286,7
Bogdabo02,Bojan Bogdanovic,4/18/1989,36.60461572247178,4.0,1
Walljo01,John Wall,9/6/1990,36.463765663799684,5.0,3
Nowitdi01,Dirk Nowitzki,6/19/1978,36.34777708521991,5.3,10
Johnsjo02,Joe Johnson,6/29/1981,35.81930580458792,5.25,4
Martike02,Kevin Martin,2/1/1983,35.7927159440923,3.0,1
Randoza01,Zach Randolph,7/16/1981,35.774975107155385,4.25,4
Lopezbr01,Brook Lopez,4/1/1988,35.15944203510716,4.5,2
Harklma01,Maurice Harkless,5/11/1993,35.15536579474846,4.0,1
Bradlav01,Avery Bradley,11/26/1990,34.88660019212093,5.0,2
Cartevi01,Vince Carter,1/26/1977,34.88477567275676,4.833333333333333,6
Johnsan02,Anthony Johnson,10/2/1974,34.78786864163612,3.5,2
Jokicni01,Nikola Jokic,2/19/1995,34.71756143822401,6.5,2
Wadedw01,Dwyane Wade,1/17/1982,34.272943558917305,7.375,8
Pippesc01,Scottie Pippen,9/25/1965,34.08789241463476,10.0,3
Billuch01,Chauncey Billups,9/25/1976,33.97510332331936,6.142857142857143,7
Rosema01,Malik Rose,11/23/1974,33.88103942626665,5.0,1
Rondora01,Rajon Rondo,2/22/1986,33.23315735204603,6.428571428571429,7
Magloja01,Jamaal Magloire,5/21/1978,33.01415116823152,3.0,1
Patteru01,Ruben Patterson,7/31/1975,32.91520867888141,3.0,1
Roybr01,Brandon Roy,7/23/1984,32.6153056408768,3.0,2
Hayesja01,Jarvis Hayes,8/9/1981,31.873316710734837,3.0,1
Mingya01,Yao Ming,9/12/1980,31.44581127673137,3.0,1
Irvinky01,Kyrie Irving,3/23/1992,31.369315372545596,4.666666666666667,3
Plumlma01,Mason Plumlee,3/5/1990,31.333794504970598,3.0,1
Harrilu01,Lucious Harris,12/18/1970,30.86302462818452,5.0,3
Parketo01,Tony Parker,5/17/1982,30.81521473037267,5.833333333333333,12
Cassesa01,Sam Cassell,11/18/1969,30.173807730712376,4.6,5
Brownpj01,P.J. Brown,10/14/1969,30.132409509469618,4.0,4
Smitsri01,Rik Smits,8/23/1966,29.99401268105875,7.0,2
Iversal01,Allen Iverson,6/7/1975,29.978369165645773,5.166666666666667,6
Barnema02,Matt Barnes,3/9/1980,29.65976983069236,5.0,3
Longllu01,Luc Longley,1/19/1969,29.622789647274747,7.0,2
Bibbymi01,Mike Bibby,5/13/1978,29.15638970370519,5.5,4
Kempsh01,Shawn Kemp,11/26/1969,29.14924040932553,4.5,2
Piercpa01,Paul Pierce,10/13/1977,29.09234335838821,7.0,9
Bonnema01,Matt Bonner,4/5/1980,28.677988981174508,3.0,1
Goberru01,Rudy Gobert,6/26/1992,28.615518420118832,3.5,2
Middlkh01,Khris Middleton,8/12/1991,28.33469498188565,4.666666666666667,3
Horfoal01,Al Horford,6/3/1986,28.083776338688995,5.0,5
Anthoca01,Carmelo Anthony,5/29/1984,28.055537142189518,4.333333333333333,3
Antetgi01,Giannis Antetokounmpo,12/6/1994,28.030880761452618,4.666666666666667,3
Mooremi01,Mikki Moore,11/4/1975,27.855566780743317,6.0,1
Knighbr01,Brevin Knight,11/8/1975,27.817337065921688,3.0,1
Allenra02,Ray Allen,7/20/1975,27.456220609334853,6.875,8
Rosede01,Derrick Rose,10/4/1988,27.325715796736176,5.666666666666667,3
Hillty01,Tyrone Hill,3/19/1968,26.62041221131297,7.5,2
Rossqu01,Quinton Ross,4/30/1981,26.578010804134834,3.0,1
Howardw01,Dwight Howard,12/8/1985,26.457151421506467,6.0,5
Jeffrja01,Jared Jeffries,11/25/1981,26.323297722380637,3.0,2
Odomla01,Lamar Odom,11/6/1979,26.26129407889316,6.166666666666667,6
Gortama01,Marcin Gortat,2/17/1984,26.225353557562762,3.8,5
Finlemi01,Michael Finley,3/6/1973,25.951082182694662,5.125,8
Adebaba01,Bam Adebayo,7/18/1997,25.74512445273326,7.0,1
Okurme01,Mehmet Okur,5/26/1979,25.73042364778693,4.666666666666667,3
Sprewla01,Latrell Sprewell,9/8/1970,25.59605309382964,7.0,4
Houstal01,Allan Houston,4/20/1971,25.385541151810543,6.25,4
Derozde01,DeMar DeRozan,8/7/1989,25.34275607999759,5.333333333333333,3
Onealsh01,Shaquille O'Neal,3/6/1972,25.284556901494163,5.2,10
Gordoer01,Eric Gordon,12/25/1988,25.283130481244566,4.5,4
Rogerro01,Rodney Rogers,6/20/1971,25.03503980934231,5.0,2
Sabonar01,Arvydas Sabonis,12/19/1964,24.914132190728377,6.0,1
Dellama01,Matthew Dellavedova,9/8/1990,24.907764909011544,4.0,2
Anthojo01,Joel Anthony,8/9/1982,24.80808963383701,5.0,1
Leonaka01,Kawhi Leonard,6/29/1991,24.787061869959512,4.857142857142857,7
Aldrila01,LaMarcus Aldridge,7/19/1985,24.54160627152299,3.5,6
Theisda01,Daniel Theis,4/4/1992,24.524748412587886,8.0,1
Lillada01,Damian Lillard,7/15/1990,24.29518967954747,4.75,4
Mournal01,Alonzo Mourning,2/8/1970,24.20109535698313,5.333333333333333,3
Youngth01,Thaddeus Young,6/21/1988,24.072302366615972,3.4,5
Johnsav01,Avery Johnson,3/25/1965,24.002313680051284,6.0,2
Griffbl01,Blake Griffin,3/16/1989,23.921594700410495,5.0,3
Evansre01,Reggie Evans,5/18/1980,23.864677604208364,3.0,1
Mashbja01,Jamal Mashburn,11/29/1972,23.782649467406628,4.5,2
Crawfja01,Jamal Crawford,3/20/1980,23.507340378041064,4.333333333333333,3
Chalmma01,Mario Chalmers,5/19/1986,23.248376599275907,6.75,4
Barneha02,Harrison Barnes,5/30/1992,23.205341062956535,5.0,3
Davisan01,Antonio Davis,10/31/1968,23.13146163524849,5.166666666666667,6
Duranke01,Kevin Durant,9/29/1988,22.681607990895365,7.125,8
Cummite01,Terry Cummings,3/15/1961,22.639140934733405,3.0,1
Hawkihe01,Hersey Hawkins,9/29/1966,22.288070062043882,7.0,1
Westde01,Delonte West,7/26/1983,22.10463453522893,3.4,5
Nashst01,Steve Nash,2/7/1974,22.048929231771403,4.25,4
Dampier01,Erick Dampier,7/14/1975,21.953907947076814,6.5,2
Howarjo01,Josh Howard,4/28/1980,21.90856152188324,6.0,3
Valanjo01,Jonas Valanciunas,5/6/1992,21.88816069518893,3.5,2
Ostergr01,Greg Ostertag,3/6/1973,21.797208245769582,5.0,2
Curryst01,Stephen Curry,3/14/1988,21.66536223661951,6.2,5
Dragigo01,Goran Dragic,5/6/1986,21.587770151840466,6.5,2
Stackje01,Jerry Stackhouse,11/5/1974,21.549009396890373,6.0,3
Barklch01,Charles Barkley,2/20/1963,21.506685421907378,8.0,1
Parkean01,Anthony Parker,6/19/1975,21.445590056018954,4.0,1
Hamilri01,Richard Hamilton,2/14/1978,21.373424932070083,6.666666666666667,6
Leoname01,Meyers Leonard,2/27/1992,21.244079814297912,3.0,1
Robingl02,Glenn Robinson,1/8/1994,21.09840494610183,6.0,1
Robingl01,Glenn Robinson,1/10/1973,21.09840494610183,6.0,1
Barryjo01,Jon Barry,7/25/1969,20.96763042869296,3.3333333333333335,3
Houseed01,Eddie House,5/14/1978,20.95193216081523,8.5,2
Anunoog01,OG Anunoby,7/17/1997,20.76458632646744,5.0,1
Haywago01,Gordon Hayward,3/23/1990,20.621536725549504,4.0,1
Poseyja01,James Posey,1/13/1977,20.62129274791558,8.0,2
Lewisra02,Rashard Lewis,8/8/1979,20.58329397893824,7.0,3
Adamsst01,Steven Adams,7/20/1993,20.52759816491071,3.75,4
Mcgratr01,Tracy McGrady,5/24/1979,20.425537761570034,3.0,4
Malonka01,Karl Malone,7/24/1963,20.298955424513814,5.428571428571429,7
Garneke01,Kevin Garnett,5/19/1976,20.24372093344415,7.166666666666667,6
Mutomdi01,Dikembe Mutombo,6/25/1966,20.238876781867415,6.0,3
Jefferi01,Richard Jefferson,6/21/1980,20.13814639933767,5.6,5
Threase01,Sedale Threatt,9/10/1961,20.124338454446463,3.0,1
Harrito02,Tobias Harris,7/15/1992,19.867080099218335,5.0,2
Lowryky01,Kyle Lowry,3/25/1986,19.826460792464832,5.666666666666667,6
Butleji01,Jimmy Butler,9/14/1989,19.778405877181786,5.0,4
Dixonju01,Juan Dixon,10/9/1978,19.748325771328727,4.0,1
Paulch01,Chris Paul,5/6/1985,19.640700219851087,5.0,6
Willier01,Eric Williams,7/17/1972,19.542782970732063,4.0,2
Ilgauzy01,Zydrunas Ilgauskas,6/5/1975,19.463853390555727,5.5,4
Roberan03,Andre Roberson,12/4/1991,19.441283784644643,3.5,2
Batumni01,Nicolas Batum,12/14/1988,19.369680106618056,5.0,1
Simmobe01,Ben Simmons,7/20/1996,19.12292850722007,4.666666666666667,3
Jonesed02,Eddie Jones,10/20/1971,19.09909662311242,4.666666666666667,3
Maxieja01,Jason Maxiell,2/18/1983,18.970486506681407,3.0,1
Daniean01,Antonio Daniels,3/19/1975,18.897286575354023,3.4,5
Harrial01,Al Harrington,2/17/1980,18.867727042703507,3.0,1
Eliema01,Mario Elie,11/26/1963,18.6308200947123,7.0,2
Boshch01,Chris Bosh,3/24/1984,18.563159803369178,5.8,5
Duncati01,Tim Duncan,4/25/1976,18.38129401466452,6.0,14
Greenje02,Jeff Green,8/28/1986,18.352650657556254,5.5,2
Mozgoti01,Timofey Mozgov,7/16/1986,18.27583276122685,3.0,1
Thomaty01,Tyrus Thomas,8/17/1986,18.242370317291048,3.0,1
Perkike01,Kendrick Perkins,11/10/1984,18.20585691896435,6.428571428571429,7
Parkesm01,Smush Parker,6/1/1981,18.1648370389102,4.0,1
Peelean01,Anthony Peeler,11/25/1969,17.79052932075023,3.0,2
Millspa01,Paul Millsap,2/10/1985,17.72766562015958,4.6,5
Hornaje01,Jeff Hornacek,5/3/1963,17.724336008879938,6.5,4
Willico02,Corliss Williamson,12/4/1973,17.678134198787795,4.0,1
Huertke01,Kevin Huerter,8/27/1998,17.67478529421168,7.0,1
Millemi01,Mike Miller,2/19/1980,17.616827929002287,4.5,2
Stockjo01,John Stockton,3/26/1962,17.587396590945993,5.666666666666667,6
Olajuha01,Hakeem Olajuwon,1/21/1963,17.423795370938787,8.0,1
Lawsoty01,Ty Lawson,11/3/1987,17.19309030880347,4.0,1
Thomake01,Kenny Thomas,7/25/1977,17.14683545738037,5.0,1
Diopde01,DeSagana Diop,1/30/1982,17.00290890636284,4.0,1
Harriga01,Gary Harris,9/14/1994,16.955413311704714,6.0,1
Holliry01,Ryan Hollins,10/10/1984,16.877505072247907,3.0,1
Colemde01,Derrick Coleman,6/21/1967,16.693133045818122,4.0,2
Wrighan01,Antoine Wright,2/6/1984,16.56570938862258,3.0,1
Kiddja01,Jason Kidd,3/23/1973,16.465338386103323,6.375,8
Breweco01,Corey Brewer,3/5/1986,16.32062239898809,3.0,1
Malonma01,Matt Maloney,12/6/1971,16.2874153306381,6.0,1
Dunlemi02,Mike Dunleavy,9/15/1980,16.26482697657736,3.5,2
Dunlemi01,Mike Dunleavy,3/21/1954,16.26482697657736,3.5,2
Bartowi01,Will Barton,1/6/1991,16.212405625951952,4.0,1
Butleca01,Caron Butler,3/13/1980,16.070388043729317,4.0,4
Eisleho01,Howard Eisley,12/4/1972,15.932427764888242,3.0,1
Millebr01,Brad Miller,4/12/1976,15.80720158385211,4.25,4
Mullich01,Chris Mullin,7/30/1963,15.740601147413438,3.0,1
Carran01,Antoine Carr,7/23/1961,15.519622665854083,5.0,2
Garripa01,Pat Garrity,8/23/1976,15.42370195593209,3.0,1
Bassbr01,Brandon Bass,4/30/1985,15.268360509046698,3.0,2
Ricegl02,Glen Rice,1/1/1991,14.840135693452453,4.333333333333333,3
Ricegl01,Glen Rice,5/28/1967,14.840135693452453,4.333333333333333,3
Perkisa01,Sam Perkins,6/14/1961,14.83514094587202,7.0,2
Gasolpa01,Pau Gasol,7/6/1980,14.79031815374783,7.4,5
Whiteha01,Hassan Whiteside,6/13/1989,14.442842575574685,4.0,1
Goodedr01,Drew Gooden,9/24/1981,14.223979380494429,7.0,2
Portete01,Terry Porter,4/8/1963,14.184617544109216,3.0,1
Nelsoja01,Jameer Nelson,2/9/1982,14.1592936989501,4.333333333333333,3
Battish01,Shane Battier,9/9/1978,14.113992445034686,5.6,5
Harride01,Devin Harris,2/27/1983,14.088792776882455,6.5,2
Gibsota01,Taj Gibson,6/24/1985,14.034213052205828,4.0,3
Jamesje01,Jerome James,11/17/1975,14.026396707728805,3.0,1
Majerda01,Dan Majerle,9/9/1965,13.97300243015221,6.0,2
Leeco01,Courtney Lee,10/3/1985,13.933175803915654,5.0,3
Smartma01,Marcus Smart,3/6/1994,13.835532971119926,6.0,3
Willide01,Deron Williams,6/26/1984,13.80861167723065,4.666666666666667,3
Carrode01,DeMarre Carroll,7/27/1986,13.670494292615158,7.5,2
Westda01,David West,8/29/1980,13.665204160821498,3.6666666666666665,3
Looneke01,Kevon Looney,2/6/1996,13.44945668523185,5.5,2
Webbech01,Chris Webber,3/1/1973,13.3565362924942,5.75,4
Hasleud01,Udonis Haslem,6/9/1980,13.25175145884293,5.333333333333333,6
Anderke01,Kenny Anderson,10/9/1970,13.148184580478102,7.0,1
Korveky01,Kyle Korver,3/17/1981,13.148178403446432,5.5,6
Bealbr01,Bradley Beal,6/28/1993,13.04055388918963,5.666666666666667,3
Walkean02,Antoine Walker,8/12/1976,12.928321533329708,4.75,4
Horryro01,Robert Horry,8/25/1970,12.879506506884002,6.5,8
Boozeca01,Carlos Boozer,11/20/1981,12.823296095757449,4.5,4
Harprma01,Matt Harpring,5/31/1976,12.800066211529439,4.0,1
Gayru01,Rudy Gay,8/17/1986,12.624565830259202,3.6666666666666665,3
Parsoch01,Chandler Parsons,10/25/1988,12.584658172446542,5.0,1
Pavloal01,Sasha Pavlovic,11/15/1983,12.440164978168738,11.0,1
Tinslja01,Jamaal Tinsley,2/28/1978,12.437501389576497,3.5,2
Brandel01,Elton Brand,3/11/1979,12.367189505154302,3.3333333333333335,3
Kerrst01,Steve Kerr,9/27/1965,12.3281886188672,9.5,2
Diawbo01,Boris Diaw,4/16/1982,12.202364971677111,4.5,2
Vanhoke01,Keith Van Horn,10/23/1975,12.150513405089391,6.5,2
Feltora01,Raymond Felton,6/26/1984,12.059225246617695,4.0,1
Stojape01,Peja Stojakovic,6/9/1977,11.964930426364381,5.166666666666667,6
Simmojo02,Jonathon Simmons,9/14/1989,11.75019024872221,3.0,1
Vanexni01,Nick Van Exel,11/27/1971,11.445068476965139,4.0,4
Iguodan01,Andre Iguodala,1/28/1984,11.398552132917853,5.25,8
Gibsoda01,Daniel Gibson,2/27/1986,11.34584043994218,5.5,2
Shawbr01,Brian Shaw,3/22/1966,11.253954320375176,4.25,4
Waitedi01,Dion Waiters,12/10/1991,11.172957161287133,6.0,1
Marshdo01,Donyell Marshall,5/18/1973,11.167539439583061,4.2,5
Greendr01,Draymond Green,3/4/1990,11.149528617667077,6.4,5
Mckieaa01,Aaron McKie,10/2/1972,11.114012162293879,6.0,4
Connapa01,Pat Connaughton,1/6/1993,11.112916444256305,6.0,1
Tuckepj01,P.J. Tucker,5/5/1985,11.108748893739081,5.0,4
Cambyma01,Marcus Camby,3/22/1974,11.065434808328593,5.25,4
Bowenbr01,Bruce Bowen,6/14/1971,11.056332790196256,6.857142857142857,7
Lenarvo01,Voshon Lenard,5/14/1973,11.001300273188496,5.0,1
Tatumja01,Jayson Tatum,3/3/1998,10.938773218096012,7.5,2
Davisgl01,Glen Davis,1/1/1986,10.873460330013918,5.0,2
Mariosh01,Shawn Marion,5/7/1978,10.865989760824922,5.333333333333333,3
Martike01,Kenyon Martin,12/30/1977,10.86460684512688,5.714285714285714,7
Ibakase01,Serge Ibaka,9/18/1989,10.797794811591725,5.875,8
Laettch01,Christian Laettner,8/17/1969,10.69036772404352,3.0,1
Grantho01,Horace Grant,7/4/1965,10.61753239288941,3.0,1
Chandty01,Tyson Chandler,10/2/1982,10.458428256207714,6.5,2
Gilgesh01,Shai Gilgeous-Alexander,7/12/1998,10.187872939160382,4.0,1
Jamisan01,Antawn Jamison,6/12/1976,10.12056062352823,3.8,5
Harpero01,Ron Harper,1/20/1964,10.013308084298831,8.666666666666666,3
Delnevi01,Vinny Del Negro,8/9/1966,9.764375720989763,5.0,1
Jacksst02,Stephen Jackson,4/5/1978,9.736315501271736,5.5,4
Drexlcl01,Clyde Drexler,6/22/1962,9.612847033522778,8.0,1
Robindu01,Duncan Robinson,4/22/1994,9.605593896620599,4.0,1
Davisba01,Baron Davis,4/13/1979,9.593131970503665,4.0,2
Curryse01,Seth Curry,8/23/1990,9.406323768405388,6.0,2
Wallabe01,Ben Wallace,9/10/1974,9.402477114959227,5.428571428571429,7
Johnsam01,Amir Johnson,5/1/1987,9.363340645585497,3.0,1
Crowdja01,Jae Crowder,7/6/1990,9.310837244110148,5.0,2
Oladivi01,Victor Oladipo,5/4/1992,9.100615331205997,3.5,2
Kirilan01,Andrei Kirilenko,2/18/1981,8.709849486987732,5.5,2
Grantbr01,Brian Grant,3/5/1972,8.573231214352186,4.333333333333333,3
Ruffimi01,Michael Ruffin,1/21/1977,8.552115379464977,3.0,1
Jacksji01,Jim Jackson,10/14/1970,8.541355717823132,4.5,2
Vujacsa01,Sasha Vujacic,3/8/1984,8.523404700041294,9.0,1
Hoibefr01,Fred Hoiberg,10/15/1972,8.493388958897198,6.0,1
Terryja01,Jason Terry,9/15/1977,8.447562645824048,5.833333333333333,6
Snower01,Eric Snow,4/24/1973,8.428178188074426,6.5,6
Hardati01,Tim Hardaway,9/1/1966,8.376892569365195,4.5,2
Hardati02,Tim Hardaway,3/16/1992,8.376892569365195,4.5,2
Favorde01,Derrick Favors,7/15/1991,8.296888193051148,5.0,1
Jacksre01,Reggie Jackson,4/16/1990,8.247136474241186,6.0,1
Hunteli01,Lindsey Hunter,12/3/1970,7.941967979702053,3.25,4
Childch01,Chris Childs,11/20/1967,7.81999382930698,5.0,6
Livinsh01,Shaun Livingston,9/11/1985,7.795580471733342,4.666666666666667,3
Mckeyde01,Derrick McKey,10/10/1966,7.759180410487464,5.0,4
Collini01,Nick Collison,10/26/1980,7.730317710719383,3.6666666666666665,3
Thompkl01,Klay Thompson,2/8/1990,7.633925410278562,6.2,5
Thomptr01,Tristan Thompson,3/13/1991,7.579618939558835,5.0,4
Johnser02,Ervin Johnson,12/21/1967,7.134937235535717,4.5,2
Fishede01,Derek Fisher,8/9/1974,7.110136177227177,5.846153846153846,13
Rodmade01,Dennis Rodman,5/13/1961,7.092323870265142,9.5,2
Schrede01,Detlef Schrempf,1/21/1963,7.076389856278775,6.0,2
Roseja01,Jalen Rose,1/30/1973,7.031312885705486,6.5,4
Mccolcj01,CJ McCollum,9/19/1991,7.028135393050927,4.666666666666667,3
Arizatr01,Trevor Ariza,6/30/1985,6.994421747293369,5.25,4
Richaja01,Jason Richardson,1/20/1981,6.8809975708025775,4.0,2
Bazemke01,Kent Bazemore,7/1/1989,6.873702106631582,4.5,2
Gallida01,Danilo Gallinari,8/8/1988,6.707222158080144,5.5,2
Collija04,Jason Collins,12/2/1978,6.705306749578294,5.666666666666667,3
Hillge01,George Hill,5/4/1986,6.146225127102347,3.7777777777777777,9
Onealje01,Jermaine O'Neal,10/13/1978,6.08622758048174,3.8,5
Beverpa01,Patrick Beverley,7/12/1988,6.064847499675293,4.5,2
Korkmfu01,Furkan Korkmaz,7/24/1997,5.99981336091445,3.0,1
Chrisdo01,Doug Christie,5/9/1970,5.988329189073805,6.666666666666667,3
Williaa01,Aaron Williams,10/2/1971,5.985724268063837,4.333333333333333,3
Millspa02,Patty Mills,8/11/1988,5.92882039233049,3.3333333333333335,3
Fosteje01,Jeff Foster,1/16/1977,5.850503067013925,3.0,3
Biyombi01,Bismack Biyombo,8/28/1992,5.585911170681573,6.0,1
Brownkw01,Kwame Brown,3/10/1982,5.568249811200994,4.0,1
Wallage01,Gerald Wallace,7/23/1982,5.53055222155494,3.0,1
Georgpa01,Paul George,5/2/1990,5.3118567009299476,3.3333333333333335,6
Capelca01,Clint Capela,5/18/1994,5.193216631093966,5.333333333333333,3
Jordade01,DeAndre Jordan,7/21/1988,5.099538164239945,4.5,2
Kittlke01,Kerry Kittles,6/12/1974,5.070546077871508,7.0,3
Masonan01,Anthony Mason,12/14/1966,4.95684597026576,4.0,1
Westbru01,Russell Westbrook,11/12/1988,4.872285667662007,6.625,8
Willilo02,Lou Williams,10/27/1986,4.806103384883055,4.0,2
Siakapa01,Pascal Siakam,4/2/1994,4.739888109701248,6.0,3
Jamesmi01,Mike James,6/23/1975,4.71578145657186,3.0,1
Jamesmi02,Mike James,8/18/1990,4.71578145657186,3.0,1
Kanteen01,Enes Kanter,5/20/1992,4.689659285223902,4.0,1
Collida01,Darren Collison,8/23/1987,4.625381135307623,3.6666666666666665,3
Curryde01,Dell Curry,6/25/1964,4.5851505598145765,4.0,1
Princta01,Tayshaun Prince,2/28/1980,4.474007309513042,6.666666666666667,6
Wallara01,Rasheed Wallace,9/17/1974,4.464259691099144,6.125,8
Grantje01,Jerami Grant,3/12/1994,4.3591974941050795,4.333333333333333,3
Stephla01,Lance Stephenson,9/5/1990,4.226593359071685,5.0,1
Willial02,Alvin Williams,8/6/1974,4.114305355161623,5.0,2
Fostegr01,Greg Foster,10/3/1968,3.9709785687780665,4.0,1
Smithjo03,Josh Smith,12/5/1985,3.810052468839934,4.0,1
Hibbero01,Roy Hibbert,12/11/1986,3.564537525316043,3.25,4
Mccarwa01,Walter McCarty,2/1/1974,3.4335132314711903,3.5,2
Gasolma01,Marc Gasol,1/29/1985,3.3476851380974124,5.8,5
Russebr01,Bryon Russell,12/31/1970,3.327705751466735,6.0,5
Boganke01,Keith Bogans,5/12/1980,3.291606274697153,4.0,1
Hansbty01,Tyler Hansbrough,11/3/1985,3.2857809438360737,4.0,1
Turnemy01,Myles Turner,3/24/1996,3.081212429455295,3.5,2
Jacksbo01,Bobby Jackson,3/13/1973,2.9228191250433246,5.0,2
Jacksma01,Mark Jackson,4/1/1965,2.921837609351798,7.666666666666667,3
Pattepa01,Patrick Patterson,3/14/1989,2.9086868351297124,5.0,2
Mcdyean01,Antonio McDyess,9/7/1974,2.8795329056784875,3.3333333333333335,3
Robincl02,Clifford Robinson,12/16/1966,2.7685173029731374,3.5,2
Anthogr01,Greg Anthony,11/15/1967,2.7585588694777243,4.5,2
Andersh01,Shandon Anderson,12/31/1973,2.7553382304946354,4.0,3
Wesleda01,David Wesley,11/14/1970,2.700093389186378,3.0,2
Powelno01,Norman Powell,5/25/1993,2.3384380689513353,3.0,1
Foxri01,Rick Fox,7/24/1969,2.0585906545502013,6.0,3
Shumpim01,Iman Shumpert,6/26/1990,2.030964124987173,5.5,2
Willima01,Mo Williams,12/19/1982,1.87418234739629,3.6666666666666665,3
Davisda01,Dale Davis,3/25/1969,1.7473619570683128,5.75,4
Brandte01,Terrell Brandon,5/20/1970,1.6213590051899882,3.0,1
Alstora01,Rafer Alston,7/24/1976,1.5068473934103488,6.5,2
Brownja02,Jaylen Brown,10/24/1996,1.4180430244650386,6.0,3
Josepco01,Cory Joseph,8/20/1991,0.842391963941489,7.0,1
Millean02,Andre Miller,3/19/1976,0.4935127990059805,3.0,3
Teaguje01,Jeff Teague,6/10/1988,0.4156267366437459,4.666666666666667,3
Bledser01,Eric Bledsoe,12/9/1989,0.40691971581904873,3.6666666666666665,3
Smithst03,Steven Smith,4/12/1983,0.35396062230979347,4.333333333333333,3
Kleizli01,Linas Kleiza,1/3/1985,0.0,4.0,1
Riverau01,Austin Rivers,8/1/1992,0.0,4.0,1
Kamanch01,Chris Kaman,4/28/1982,0.0,4.0,1
Winslju01,Justise Winslow,3/26/1996,0.0,4.0,1
Morrimo01,Monte Morris,6/27/1995,0.0,3.0,1
Wingada01,David Wingate,12/15/1963,0.0,3.0,1
Reiddo01,Don Reid,12/30/1973,0.0,3.0,1
Rushka01,Kareem Rush,10/30/1980,0.0,3.0,1
Hassetr01,Trenton Hassell,3/4/1979,0.0,5.0,1
Jonesju01,Jumaine Jones,2/10/1979,0.0,3.0,1
Marbust01,Stephon Marbury,2/20/1977,0.0,3.0,1
Cookqu01,Quinn Cook,3/23/1993,0.0,3.0,1
